Time, Tie_Power, L1, L2, L3, L4, Pess, P1, P2, P3, P4
3210.25, 1504.7462158203125, 1106.5552978515625, 1106.263671875, 1107.08642578125, 1105.2059326171875, 1918.688720703125, 1438.150390625, 1151.012451171875, 960.6087646484375, 575.5639038085938
3210.5, 1504.1749267578125, 1106.5367431640625, 1106.2501220703125, 1107.0625, 1105.197265625, 1917.5250244140625, 1436.970458984375, 1150.646240234375, 958.8402099609375, 575.260986328125
3210.75, 1515.9573974609375, 1106.5108642578125, 1106.2352294921875, 1107.0064697265625, 1105.1707763671875, 1920.309814453125, 1438.914306640625, 1151.924560546875, 961.7904052734375, 577.6845703125
3211.0, 1503.1253662109375, 1106.4951171875, 1106.21875, 1106.99169921875, 1105.1573486328125, 1907.248291015625, 1438.8468017578125, 1150.3218994140625, 960.065185546875, 575.5775756835938
3211.25, 1466.312744140625, 1106.578369140625, 1106.3216552734375, 1107.0826416015625, 1105.2037353515625, 1892.9747314453125, 1433.7315673828125, 1145.45068359375, 958.5004272460938, 577.7957153320312
3211.5, 1443.053466796875, 1106.5584716796875, 1106.2701416015625, 1107.074462890625, 1105.2000732421875, 1889.72119140625, 1428.403564453125, 1142.9658203125, 948.936279296875, 572.7366943359375
3211.75, 1447.84716796875, 1106.49072265625, 1106.227294921875, 1107.0103759765625, 1105.155029296875, 1889.8377685546875, 1429.158447265625, 1142.7684326171875, 946.982421875, 570.7673950195312
3212.0, 1444.2802734375, 1106.4891357421875, 1106.2376708984375, 1107.06640625, 1105.203369140625, 1888.120849609375, 1428.0306396484375, 1141.596923828125, 945.7960205078125, 571.0535888671875
3212.25, 1443.7978515625, 1106.5006103515625, 1106.2677001953125, 1107.1005859375, 1105.16455078125, 1888.8914794921875, 1429.21337890625, 1140.531494140625, 946.4890747070312, 570.0881958007812
3212.5, 1435.8167724609375, 1106.51171875, 1106.26806640625, 1107.1129150390625, 1105.2088623046875, 1887.8695068359375, 1426.09033203125, 1139.3675537109375, 945.4344482421875, 568.8734741210938
3212.75, 1435.31884765625, 1106.535888671875, 1106.3330078125, 1107.125, 1105.2137451171875, 1887.8658447265625, 1427.3330078125, 1140.82177734375, 947.37744140625, 572.03662109375
3213.0, 1435.9088134765625, 1106.543701171875, 1106.2764892578125, 1107.0748291015625, 1105.187744140625, 1888.18115234375, 1428.145751953125, 1142.063720703125, 948.2332153320312, 569.6578369140625
3213.25, 1432.6424560546875, 1106.5955810546875, 1106.251708984375, 1107.076416015625, 1105.2110595703125, 1888.4501953125, 1426.8785400390625, 1142.5146484375, 946.349365234375, 570.6123657226562
3213.5, 1434.3380126953125, 1106.5692138671875, 1106.265869140625, 1107.1002197265625, 1105.2305908203125, 1887.14599609375, 1426.5826416015625, 1142.1246337890625, 946.3561401367188, 571.4065551757812
3213.75, 1434.1549072265625, 1106.5162353515625, 1106.276123046875, 1107.04931640625, 1105.2152099609375, 1887.84619140625, 1425.253662109375, 1141.254150390625, 947.6837158203125, 571.0989990234375
3214.0, 1434.800537109375, 1106.5361328125, 1106.275390625, 1107.0870361328125, 1105.212890625, 1887.8104248046875, 1427.226318359375, 1141.1175537109375, 947.5050048828125, 570.9584350585938
3214.25, 1434.2216796875, 1106.5906982421875, 1106.3238525390625, 1107.1151123046875, 1105.19677734375, 1887.3555908203125, 1427.872802734375, 1141.3759765625, 947.1963500976562, 569.8108520507812
3214.5, 1432.7513427734375, 1106.550048828125, 1106.27392578125, 1107.005859375, 1105.238525390625, 1888.2396240234375, 1427.8929443359375, 1139.498046875, 945.6209716796875, 570.1488037109375
3214.75, 1435.1375732421875, 1106.52685546875, 1106.2528076171875, 1107.0850830078125, 1105.2069091796875, 1888.5291748046875, 1427.29345703125, 1142.400634765625, 947.2430419921875, 570.368896484375
3215.0, 1435.746337890625, 1106.549560546875, 1106.282470703125, 1107.0517578125, 1105.2099609375, 1887.47802734375, 1427.1478271484375, 1142.782470703125, 947.4799194335938, 571.08935546875
